Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,name
17/01/2022,498.5061646,498.9439087,468.5765076,475.7098694,2134608006,0,0,BNB,Binance Coin
18/01/2022,475.7364197,479.6621094,458.1524658,472.0050659,2106859289,0,0,BNB,Binance Coin
19/01/2022,471.9172058,472.774292,454.758606,462.8220825,1780063381,0,0,BNB,Binance Coin
20/01/2022,462.8569641,478.3539429,439.9780579,440.0054321,1881741995,0,0,BNB,Binance Coin
21/01/2022,440.0671387,444.1802368,376.7701721,383.0739136,3647221590,0,0,BNB,Binance Coin
22/01/2022,383.4745483,388.9119873,340.0548096,358.0961609,4226932408,0,0,BNB,Binance Coin
23/01/2022,358.3265991,388.5939026,357.1706543,383.93396,2786834863,0,0,BNB,Binance Coin
24/01/2022,384.0406189,384.0406189,337.8539429,371.3689575,3210871602,0,0,BNB,Binance Coin
25/01/2022,371.3868408,387.1768494,358.0835571,384.6193542,2325661159,0,0,BNB,Binance Coin
26/01/2022,384.5862427,400.1520691,367.5751038,375.7554626,2226973227,0,0,BNB,Binance Coin
27/01/2022,375.5421753,391.8043823,360.3316956,390.0882874,1952844398,0,0,BNB,Binance Coin
28/01/2022,390.0006714,393.3755798,376.7521667,386.0843811,1592850476,0,0,BNB,Binance Coin
29/01/2022,386.0657349,396.7722778,381.6837769,389.132782,1330610935,0,0,BNB,Binance Coin
30/01/2022,389.2022095,389.2471924,373.0362854,377.612915,1289330238,0,0,BNB,Binance Coin
31/01/2022,377.6489868,384.9773865,366.11203,375.2773132,1386778184,0,0,BNB,Binance Coin
01/02/2022,375.0991821,387.7675476,374.3268433,385.4638062,1392647608,0,0,BNB,Binance Coin
02/02/2022,385.4887695,386.1147156,366.8953857,367.4716797,1290849744,0,0,BNB,Binance Coin
03/02/2022,367.3708496,370.8777466,360.491333,370.8777466,1202744039,0,0,BNB,Binance Coin
04/02/2022,370.7108459,399.2165222,369.817627,399.0296021,1711084752,0,0,BNB,Binance Coin
05/02/2022,399.1488647,430.3477783,396.9337158,414.2000122,2039010962,0,0,BNB,Binance Coin
06/02/2022,414.2172546,421.1134338,408.6130676,419.5455627,1427593921,0,0,BNB,Binance Coin
07/02/2022,419.6664429,438.641571,414.2497253,433.2292786,1755674427,0,0,BNB,Binance Coin
08/02/2022,433.4591064,444.2886047,407.1643066,408.7767639,2247004672,0,0,BNB,Binance Coin
09/02/2022,408.5169067,427.3935242,407.9497986,422.4655457,1601745132,0,0,BNB,Binance Coin
10/02/2022,422.5140381,434.1714478,411.2454834,415.1192322,2037888603,0,0,BNB,Binance Coin
11/02/2022,415.1871948,419.2860107,393.9773254,400.4223938,1714654174,0,0,BNB,Binance Coin
12/02/2022,400.4990234,407.13974,394.7994995,403.38974,1372516416,0,0,BNB,Binance Coin
13/02/2022,403.2715759,406.7127686,395.6553345,398.8867798,1151509777,0,0,BNB,Binance Coin
14/02/2022,398.6431274,403.9344788,391.383667,403.6607971,1269083662,0,0,BNB,Binance Coin
15/02/2022,403.6642151,436.2481079,403.0949402,432.4093933,2538883559,0,0,BNB,Binance Coin
16/02/2022,432.4919434,433.4287415,423.0782471,427.9181213,1670788158,0,0,BNB,Binance Coin
17/02/2022,427.5499268,431.0183716,400.8066711,402.4500427,1644013199,0,0,BNB,Binance Coin
18/02/2022,402.6498413,410.9429321,393.8162842,399.5691833,1554511893,0,0,BNB,Binance Coin
19/02/2022,399.5214233,406.3809509,393.9336548,400.0435791,1192395484,0,0,BNB,Binance Coin
20/02/2022,400.0033875,400.1314392,376.0079651,380.8259277,1431745519,0,0,BNB,Binance Coin
21/02/2022,380.7365417,393.6240845,356.184967,356.6612549,2164511484,0,0,BNB,Binance Coin
22/02/2022,356.7254639,374.8593445,350.147583,374.3074646,2037210077,0,0,BNB,Binance Coin
23/02/2022,374.2992859,383.2476196,366.5394897,366.5394897,1644707704,0,0,BNB,Binance Coin
24/02/2022,366.3491821,368.1685181,324.4836731,361.2346497,2972951900,0,0,BNB,Binance Coin
25/02/2022,361.2160034,376.8026123,357.3665466,374.9149475,1839035023,0,0,BNB,Binance Coin
26/02/2022,374.8885803,385.2103271,371.4750366,373.6387634,1319208551,0,0,BNB,Binance Coin
27/02/2022,373.5999756,380.9590759,359.6255188,360.5310364,1600855952,0,0,BNB,Binance Coin
28/02/2022,360.3821716,396.4573364,356.6175842,395.6124268,1868349380,0,0,BNB,Binance Coin
01/03/2022,395.624115,418.4899597,391.3292236,408.4822998,2885318336,0,0,BNB,Binance Coin
30/09/2021,1.000416994,1.00049901,0.999576986,1.000139952,3038068264,0,0,USDC,USD Coin
01/10/2021,1.000100017,1.00029099,0.999462008,0.999544978,3489367696,0,0,USDC,USD Coin
02/10/2021,0.999576986,1.000123024,0.999441981,0.999790013,2517695174,0,0,USDC,USD Coin
03/10/2021,0.999727011,1.000110984,0.999198973,0.999680996,2262697516,0,0,USDC,USD Coin
04/10/2021,0.999643981,1.000148058,0.999126017,0.999415994,2886834627,0,0,USDC,USD Coin
05/10/2021,0.99941498,1.000514984,0.999215007,0.999849021,2723328431,0,0,USDC,USD Coin
06/10/2021,0.999823987,1.000550032,0.999130011,0.999989986,3358844472,0,0,USDC,USD Coin
07/10/2021,0.99999702,1.000632048,0.999289989,1.000023007,3128456280,0,0,USDC,USD Coin
08/10/2021,1.000023007,1.000206947,0.999485016,0.999791026,2716836270,0,0,USDC,USD Coin
09/10/2021,0.999853015,1.000270963,0.999723971,0.99989599,2005512526,0,0,USDC,USD Coin
10/10/2021,0.999827981,1.000812054,0.999081016,1.000597954,2553564243,0,0,USDC,USD Coin
11/10/2021,1.00059402,1.000759006,0.999518991,1.00039196,2971560705,0,0,USDC,USD Coin
12/10/2021,1.000444055,1.000691056,0.999810994,0.999961972,3375680364,0,0,USDC,USD Coin
13/10/2021,1.000028968,1.000730038,0.999525011,1.000146985,3067360744,0,0,USDC,USD Coin
14/10/2021,1.000167012,1.000175953,0.999662995,0.999741971,3161139708,0,0,USDC,USD Coin
15/10/2021,0.999738991,1.00059104,0.999234021,0.999239028,4289629016,0,0,USDC,USD Coin
16/10/2021,0.999246001,1.00020504,0.999182999,0.999967992,2886818679,0,0,USDC,USD Coin
17/10/2021,0.999925017,1.000607014,0.999484003,1.000298977,2647518203,0,0,USDC,USD Coin
18/10/2021,1.000339031,1.000794053,0.999538004,1.000058055,3349379834,0,0,USDC,USD Coin
19/10/2021,1.000077963,1.00059998,0.999553978,0.999939024,3317029545,0,0,USDC,USD Coin
20/10/2021,0.999993026,1.000517011,0.999462008,0.99958998,3641553954,0,0,USDC,USD Coin
21/10/2021,0.999641001,1.000597,0.999391973,1.000118017,4933838154,0,0,USDC,USD Coin
22/10/2021,1.000079036,1.000560999,0.99949801,1.000334024,3886103505,0,0,USDC,USD Coin
23/10/2021,1.000298977,1.001314998,0.999970973,1.001199007,2934215247,0,0,USDC,USD Coin
24/10/2021,1.001181006,1.001181006,0.999251008,1.000308037,2877560293,0,0,USDC,USD Coin
25/10/2021,1.000257969,1.000957012,0.999346018,0.999650002,2881886893,0,0,USDC,USD Coin
26/10/2021,0.999617994,1.000787973,0.999512017,1.000134945,3626626200,0,0,USDC,USD Coin
27/10/2021,1.000108957,1.000767946,0.999382973,1.000272989,5829428897,0,0,USDC,USD Coin
28/10/2021,1.000218034,1.000532031,0.999589026,0.999921024,5988045784,0,0,USDC,USD Coin
29/10/2021,0.99990201,1.000650048,0.999368012,0.999828994,4731131108,0,0,USDC,USD Coin
30/10/2021,0.999871016,1.000622034,0.999556005,1.000131011,3902638718,0,0,USDC,USD Coin
31/10/2021,1.000185966,1.00108397,0.998908997,0.999723971,3903073032,0,0,USDC,USD Coin
01/11/2021,0.999632001,1.000658989,0.999078989,0.999861002,4358098743,0,0,USDC,USD Coin
02/11/2021,0.999768972,1.000798941,0.999282002,0.99989599,4521578460,0,0,USDC,USD Coin
03/11/2021,0.999898016,1.000722051,0.999478996,1.000224948,4700643650,0,0,USDC,USD Coin
04/11/2021,1.000210047,1.000537038,0.999900997,1.000205994,4626163402,0,0,USDC,USD Coin
05/11/2021,1.000257969,1.001008034,0.999953985,1.000561953,3901573705,0,0,USDC,USD Coin
06/11/2021,1.000574946,1.000677943,0.999722004,1.000344992,3805073877,0,0,USDC,USD Coin
07/11/2021,1.000437975,1.001049995,0.999912024,1.000648975,3580619669,0,0,USDC,USD Coin
08/11/2021,1.000661969,1.000723004,0.999671996,0.999827981,5334534827,0,0,USDC,USD Coin
09/11/2021,0.999792993,1.00047195,0.999728978,1.000074983,5510084775,0,0,USDC,USD Coin
10/11/2021,1.000130057,1.001991034,0.99800998,0.999522984,8390821902,0,0,USDC,USD Coin
11/11/2021,0.99958998,1.001988053,0.998345971,0.999855995,5770365511,0,0,USDC,USD Coin
12/11/2021,0.999939024,1.001994014,0.998019993,0.99929601,4901205330,0,0,USDC,USD Coin
13/11/2021,0.999777019,1.001986027,0.998000979,1.000830054,2806361295,0,0,USDC,USD Coin
14/11/2021,1.000798941,1.001911998,0.998048007,0.999647021,3318788371,0,0,USDC,USD Coin
15/11/2021,0.999680996,1.001968026,0.998081028,0.999643028,4118012760,0,0,USDC,USD Coin
16/11/2021,1.000717998,2.349555969,0.998022974,1.000424981,6486127186,0,0,USDC,USD Coin
17/11/2021,1.001911998,1.173478007,0.998045981,0.999849975,5185892264,0,0,USDC,USD Coin
18/11/2021,0.999849021,1.001976967,0.998049021,0.999696016,6254410701,0,0,USDC,USD Coin
19/11/2021,0.999688029,1.001901031,0.998017013,0.999991,4866369149,0,0,USDC,USD Coin
20/11/2021,0.999791026,1.00196898,0.998053014,0.999698997,3596758987,0,0,USDC,USD Coin
21/11/2021,0.999558985,1.001991987,0.99802202,1.000234962,3314709429,0,0,USDC,USD Coin
22/11/2021,1.000046015,1.00197804,0.998045981,0.999961972,5353790196,0,0,USDC,USD Coin
23/11/2021,1.000076056,1.001996994,0.99801302,1.000115037,4805345753,0,0,USDC,USD Coin
24/11/2021,0.999772012,1.001988053,0.998058021,1.00070703,4771592674,0,0,USDC,USD Coin
25/11/2021,0.999391973,1.001991034,0.998184979,1.000331998,4514614915,0,0,USDC,USD Coin
26/11/2021,1.000650048,1.00198102,0.998152971,0.999843001,6592288363,0,0,USDC,USD Coin
27/11/2021,0.999779999,1.001997948,0.998031974,1.001593947,3824221682,0,0,USDC,USD Coin
28/11/2021,1.001430988,1.001976967,0.99800998,0.999875009,4387793390,0,0,USDC,USD Coin
29/11/2021,0.999903977,1.001958013,0.998082995,1.000077963,4339110918,0,0,USDC,USD Coin
30/11/2021,0.999734998,1.00198698,0.998064995,0.999455988,5698220779,0,0,USDC,USD Coin
01/12/2021,1.000205994,1.001981974,0.99803102,0.999593019,4989445952,0,0,USDC,USD Coin
02/12/2021,0.999660015,1.001999021,0.998004019,0.998839021,5089421584,0,0,USDC,USD Coin
03/12/2021,0.999032021,1.00197196,0.998054981,1.000326991,5879299772,0,0,USDC,USD Coin
04/12/2021,1.000316978,1.001960993,0.998009026,0.99999398,9498203241,0,0,USDC,USD Coin
05/12/2021,1.000198007,1.001997948,0.998006999,0.998714983,5815739519,0,0,USDC,USD Coin
06/12/2021,0.998769999,1.001950026,0.998004973,0.999526024,7085836821,0,0,USDC,USD Coin
07/12/2021,1.000206947,1.001927972,0.998010993,1.000062943,4621758475,0,0,USDC,USD Coin
08/12/2021,1.000069976,1.001886964,0.998082995,0.999912977,4169038670,0,0,USDC,USD Coin
09/12/2021,0.998907983,1.001989007,0.998058021,1.000527024,5294556413,0,0,USDC,USD Coin
10/12/2021,1.000262976,1.001994014,0.998034,1.001216054,5667174420,0,0,USDC,USD Coin
11/12/2021,1.001073003,1.001943946,0.998004019,1.000172019,4131962866,0,0,USDC,USD Coin
12/12/2021,1.00011301,1.001979947,0.998012006,1.000239015,3253441868,0,0,USDC,USD Coin
13/12/2021,1.000136971,1.001999021,0.998257995,0.999779999,4967338939,0,0,USDC,USD Coin
14/12/2021,1.000018954,1.001992941,0.998115003,1.000195026,4929898732,0,0,USDC,USD Coin
15/12/2021,0.999625027,1.001960993,0.998143971,1.000244021,5885434505,0,0,USDC,USD Coin
16/12/2021,1.00049603,1.001994014,0.998005986,0.998951972,4261770587,0,0,USDC,USD Coin
17/12/2021,1.000010967,1.001816988,0.998076022,0.999805987,4989557925,0,0,USDC,USD Coin
18/12/2021,0.998098016,1.001844049,0.998082995,0.999930024,3839132525,0,0,USDC,USD Coin
19/12/2021,1.000015974,1.001991987,0.998036027,0.999882996,3413716404,0,0,USDC,USD Coin
20/12/2021,1.000056028,1.001947999,0.99800998,0.999642015,4314880732,0,0,USDC,USD Coin
21/12/2021,0.999189019,1.001994014,0.998023987,1.000066042,3742498924,0,0,USDC,USD Coin
22/12/2021,1.000146985,1.001772046,0.998019993,0.998162985,3384263782,0,0,USDC,USD Coin
23/12/2021,0.998265982,1.001991034,0.998035014,1.000218987,4090339477,0,0,USDC,USD Coin
24/12/2021,1.000399947,1.001970053,0.998317003,1.000664949,3426361439,0,0,USDC,USD Coin
25/12/2021,1.000512004,1.001981974,0.998018026,0.999855995,2505867410,0,0,USDC,USD Coin
26/12/2021,0.999844015,1.001999021,0.998014987,0.999108016,2674907883,0,0,USDC,USD Coin
27/12/2021,0.999216974,1.001973033,0.998040974,0.999581993,2793491169,0,0,USDC,USD Coin
28/12/2021,0.999633014,1.001996994,0.998165011,1.000841022,4171719361,0,0,USDC,USD Coin
29/12/2021,1.000758052,1.001935005,0.998229027,0.999463022,3506506629,0,0,USDC,USD Coin
30/12/2021,0.999621987,1.001806974,0.998103976,1.000345945,3137476099,0,0,USDC,USD Coin
31/12/2021,1.000383019,1.000933051,0.999184012,1.000038981,3283686715,0,0,USDC,USD Coin
01/01/2022,1.00008297,1.000861049,0.999216974,1.000084996,2655459065,0,0,USDC,USD Coin
02/01/2022,1.000080943,1.000965953,0.999265015,0.999764979,2491554185,0,0,USDC,USD Coin
03/01/2022,0.999776006,1.000913978,0.999396026,0.999707997,2979943098,0,0,USDC,USD Coin
04/01/2022,0.999818027,1.001356006,0.999134004,1.00058496,3450318436,0,0,USDC,USD Coin
05/01/2022,1.000604033,1.000902057,0.999287009,0.999756992,4834405737,0,0,USDC,USD Coin
06/01/2022,0.999751985,1.001171947,0.999270976,0.999559999,4569272674,0,0,USDC,USD Coin
07/01/2022,0.999525011,1.000869989,0.999401987,1.000476956,4710183601,0,0,USDC,USD Coin
08/01/2022,1.000473976,1.000996947,0.999450028,0.999512017,4278836552,0,0,USDC,USD Coin
09/01/2022,0.999505997,1.001119971,0.999476016,0.999836028,2921877299,0,0,USDC,USD Coin
10/01/2022,0.999830008,1.001127005,0.999303997,1.000380993,4659945891,0,0,USDC,USD Coin
11/01/2022,1.000354052,1.001160979,0.999074996,1.000216007,3645526457,0,0,USDC,USD Coin
12/01/2022,1.000224948,1.000820994,0.999154985,0.999799013,3486307844,0,0,USDC,USD Coin
13/01/2022,0.999786019,1.000977993,0.998996973,0.999024987,3601566982,0,0,USDC,USD Coin
14/01/2022,0.999095023,1.000754952,0.999095023,1.000033975,4005995393,0,0,USDC,USD Coin
15/01/2022,1.000054002,1.000622988,0.999132991,0.999481976,2837817560,0,0,USDC,USD Coin
16/01/2022,0.999494016,1.000754952,0.999072015,0.999692023,2296999988,0,0,USDC,USD Coin
17/01/2022,0.999750018,1.00090003,0.999204993,0.999679029,3025152126,0,0,USDC,USD Coin
18/01/2022,0.999669015,1.000952959,0.999159992,1.000105023,3223501722,0,0,USDC,USD Coin
19/01/2022,1.00009799,1.000758052,0.999137998,1.000331044,3239858099,0,0,USDC,USD Coin
20/01/2022,1.000336051,1.001302004,0.998925984,1.000411987,3125580294,0,0,USDC,USD Coin
21/01/2022,1.000488043,1.001214027,0.998996019,1.000440955,7940219543,0,0,USDC,USD Coin
22/01/2022,1.000439048,1.000754952,0.998984993,1.000031948,6945199430,0,0,USDC,USD Coin
23/01/2022,1.000090003,1.001132011,0.999089003,1.000144958,4572234577,0,0,USDC,USD Coin
24/01/2022,1.000169992,1.000990033,0.999131024,1.000305057,7468827146,0,0,USDC,USD Coin
25/01/2022,1.00031805,1.00109005,0.999031007,1.000429034,4146328235,0,0,USDC,USD Coin
26/01/2022,1.000419974,1.000885963,0.998853028,0.999934971,8.32521E+13,0,0,USDC,USD Coin
27/01/2022,0.999849975,1.001183033,0.998923004,0.999776006,5023632111,0,0,USDC,USD Coin
28/01/2022,0.999749005,1.001276016,0.998969018,0.999651015,4809047239,0,0,USDC,USD Coin
29/01/2022,0.999662995,1.000803947,0.998957992,1.00039506,7.79418E+13,0,0,USDC,USD Coin
30/01/2022,1.000404954,1.000751019,0.999195993,1.000064969,2333906963,0,0,USDC,USD Coin
31/01/2022,1.000084996,1.001075029,0.999083996,0.999539018,2977541960,0,0,USDC,USD Coin
01/02/2022,0.999520004,1.000466943,0.999089003,0.999683022,3093316095,0,0,USDC,USD Coin
02/02/2022,0.99970597,1.000725985,0.999175012,0.999966979,2735917325,0,0,USDC,USD Coin
03/02/2022,0.999900997,1.000627041,0.999059975,1.000231028,2639131315,0,0,USDC,USD Coin
04/02/2022,1.000187039,1.000676036,0.999231994,0.999532998,5446795900,0,0,USDC,USD Coin
05/02/2022,0.999584973,1.000478983,0.998865008,1.000116944,5767688766,0,0,USDC,USD Coin
06/02/2022,1.000090957,1.000494003,0.999041021,1.000357032,2185135025,0,0,USDC,USD Coin
07/02/2022,1.000311971,1.001152992,0.998997986,0.999022007,3534437072,0,0,USDC,USD Coin
08/02/2022,0.999077022,1.000568032,0.997991025,0.999171019,3736950599,0,0,USDC,USD Coin
09/02/2022,0.999113023,1.000563979,0.999009013,0.999586999,2902479207,0,0,USDC,USD Coin
10/02/2022,0.999592006,1.000820994,0.998883009,1.000102997,4195499895,0,0,USDC,USD Coin
11/02/2022,1.000144005,1.000532031,0.998683989,0.999368012,4014217487,0,0,USDC,USD Coin
12/02/2022,0.999382973,1.000677943,0.998826027,1.000177026,2817156195,0,0,USDC,USD Coin
13/02/2022,1.000154972,1.000622034,0.998767972,0.999983013,2123450728,0,0,USDC,USD Coin
14/02/2022,0.99998498,1.000691056,0.998978019,0.999364972,2963505590,0,0,USDC,USD Coin
15/02/2022,0.999329984,1.000414968,0.998861015,0.999571025,3303759191,0,0,USDC,USD Coin
16/02/2022,0.999608994,1.000666022,0.99892199,0.999776006,3231224663,0,0,USDC,USD Coin
17/02/2022,0.99969703,1.000455022,0.998884022,0.999401987,3964363431,0,0,USDC,USD Coin
18/02/2022,0.999404013,1.000573039,0.998898983,0.999770999,3506445548,0,0,USDC,USD Coin
19/02/2022,0.999733984,1.000506997,0.999018013,0.999870002,2094832701,0,0,USDC,USD Coin
20/02/2022,0.999863982,1.000710964,0.998878002,1.00000298,2869319070,0,0,USDC,USD Coin
21/02/2022,1.000000954,1.000856042,0.998835027,0.999334991,5035066514,0,0,USDC,USD Coin
22/02/2022,0.999359012,1.001062989,0.998824,1.000044942,4311028906,0,0,USDC,USD Coin
23/02/2022,1.000046015,1.00069797,0.998880982,0.99951297,4088593001,0,0,USDC,USD Coin
24/02/2022,0.999521017,1.000717044,0.998839974,0.999962986,9044960990,0,0,USDC,USD Coin
25/02/2022,0.999943972,1.000911951,0.999282002,0.999943018,5563465156,0,0,USDC,USD Coin
26/02/2022,0.999903977,1.000396967,0.999135017,0.999992013,3262045031,0,0,USDC,USD Coin
27/02/2022,0.999934971,1.000419974,0.998544991,0.999722004,4352100239,0,0,USDC,USD Coin
28/02/2022,0.999688029,1.000571012,0.998875022,0.999853015,5502186592,0,0,USDC,USD Coin
01/03/2022,0.999840021,1.000522971,0.998504996,0.999813974,5617261430,0,0,USDC,USD Coin
30/09/2021,0.927513003,0.964080989,0.922918975,0.952636003,3051316850,0,0,XRP,XRP
01/10/2021,0.953764021,1.06399703,0.945354998,1.042623997,5125674349,0,0,XRP,XRP
02/10/2021,1.042060018,1.071760058,1.009538054,1.038674951,3884936924,0,0,XRP,XRP
03/10/2021,1.037688017,1.088438034,1.022492051,1.055170059,3496121109,0,0,XRP,XRP
04/10/2021,1.055770993,1.059859991,1.010704994,1.043004036,3164260800,0,0,XRP,XRP
05/10/2021,1.041687965,1.087492943,1.038789988,1.085502982,3251465579,0,0,XRP,XRP
06/10/2021,1.084933043,1.105905056,1.021597981,1.077656031,3806090854,0,0,XRP,XRP
07/10/2021,1.077185988,1.093209028,1.046219945,1.068025947,3192050513,0,0,XRP,XRP
08/10/2021,1.067764044,1.091369987,1.056926966,1.062891006,2577289115,0,0,XRP,XRP
09/10/2021,1.061854005,1.208214045,1.05925405,1.159926057,4844564004,0,0,XRP,XRP
10/10/2021,1.160276055,1.22766304,1.131307006,1.138453007,5165905723,0,0,XRP,XRP
11/10/2021,1.137300014,1.181103945,1.109963059,1.137887955,4022773988,0,0,XRP,XRP
12/10/2021,1.138339996,1.138339996,1.067610979,1.101858974,3959747373,0,0,XRP,XRP
13/10/2021,1.101966023,1.137689948,1.076979041,1.128391981,3675636699,0,0,XRP,XRP
14/10/2021,1.127490997,1.156422973,1.119303942,1.132315993,3184675623,0,0,XRP,XRP
15/10/2021,1.133535028,1.164330006,1.103971958,1.140550017,5364938375,0,0,XRP,XRP
16/10/2021,1.141473055,1.185520053,1.13211906,1.135095954,3776545069,0,0,XRP,XRP
17/10/2021,1.134691954,1.139904022,1.027364969,1.093467951,3227519874,0,0,XRP,XRP
18/10/2021,1.09483397,1.106219053,1.067103028,1.083842039,3186066188,0,0,XRP,XRP
19/10/2021,1.083891988,1.099985003,1.072355986,1.092079997,2586014628,0,0,XRP,XRP
20/10/2021,1.091912031,1.152984023,1.088570952,1.142328024,3394782025,0,0,XRP,XRP
21/10/2021,1.145406008,1.163669944,1.088085055,1.089315057,4035726860,0,0,XRP,XRP
22/10/2021,1.08990097,1.125879049,1.079115033,1.088374019,3296407032,0,0,XRP,XRP
23/10/2021,1.089836001,1.102385998,1.078505039,1.094496965,2236173913,0,0,XRP,XRP
24/10/2021,1.094876051,1.096552968,1.058043957,1.084282994,2240272602,0,0,XRP,XRP
25/10/2021,1.083307028,1.103867054,1.07920599,1.095157981,2595663483,0,0,XRP,XRP
26/10/2021,1.095111012,1.158342957,1.093227983,1.108093023,3933349796,0,0,XRP,XRP
27/10/2021,1.107941031,1.125192046,0.970205009,0.995451987,6433932056,0,0,XRP,XRP
28/10/2021,0.995239019,1.081938982,0.984113991,1.058820009,5528214768,0,0,XRP,XRP
29/10/2021,1.059046984,1.090165973,1.056179047,1.081503034,3549325709,0,0,XRP,XRP
30/10/2021,1.081377983,1.114284992,1.064389944,1.08394897,3261273038,0,0,XRP,XRP
31/10/2021,1.085926056,1.152449965,1.072764039,1.113247037,4607785327,0,0,XRP,XRP
01/11/2021,1.113152981,1.131214976,1.072656989,1.092867017,3655823943,0,0,XRP,XRP
02/11/2021,1.092576981,1.145094037,1.086117029,1.136196017,3609677729,0,0,XRP,XRP
03/11/2021,1.135938048,1.233024955,1.126960993,1.208796024,6526803610,0,0,XRP,XRP
04/11/2021,1.210518956,1.253728032,1.16693294,1.202003002,5210115532,0,0,XRP,XRP
05/11/2021,1.201917052,1.202404022,1.141374946,1.161532998,3572443866,0,0,XRP,XRP
06/11/2021,1.160634041,1.173303008,1.108773947,1.152454019,2630197378,0,0,XRP,XRP
07/11/2021,1.15320003,1.237581968,1.148102045,1.217533946,3384556620,0,0,XRP,XRP
08/11/2021,1.221029997,1.296378016,1.221029997,1.282377005,5547697296,0,0,XRP,XRP
09/11/2021,1.282531977,1.287577987,1.232059956,1.258929968,5211033825,0,0,XRP,XRP
10/11/2021,1.257184982,1.347661972,1.125828028,1.193372965,7430166330,0,0,XRP,XRP
11/11/2021,1.192798972,1.253293037,1.178313017,1.218364,4904300953,0,0,XRP,XRP
12/11/2021,1.216248035,1.233880997,1.157048941,1.189355016,4230289448,0,0,XRP,XRP
13/11/2021,1.18946898,1.204123974,1.168764949,1.191938043,2889142419,0,0,XRP,XRP
14/11/2021,1.191195011,1.199936032,1.169414997,1.188596964,2210065757,0,0,XRP,XRP
15/11/2021,1.188824058,1.219882965,1.170320034,1.171370983,2850390389,0,0,XRP,XRP
16/11/2021,1.174654007,1.174654007,1.053717971,1.090934038,4829173281,0,0,XRP,XRP
17/11/2021,1.090103984,1.113286018,1.069947958,1.096290946,3701959225,0,0,XRP,XRP
18/11/2021,1.096281052,1.158331037,1.022920012,1.041954041,5394362498,0,0,XRP,XRP
19/11/2021,1.040922999,1.099192977,1.020584941,1.091492057,3716379231,0,0,XRP,XRP
20/11/2021,1.09106195,1.101395965,1.064301968,1.097645998,2575832703,0,0,XRP,XRP
21/11/2021,1.096747994,1.098078966,1.059154034,1.060173035,2213864918,0,0,XRP,XRP
22/11/2021,1.060125947,1.06991899,1.027927995,1.036622047,2844568485,0,0,XRP,XRP
23/11/2021,1.037093997,1.071750998,1.023345947,1.067057014,3098367613,0,0,XRP,XRP
24/11/2021,1.067152977,1.07454896,1.011680961,1.042075038,3151964356,0,0,XRP,XRP
25/11/2021,1.03410697,1.064677,1.024157047,1.031888008,3107133471,0,0,XRP,XRP
26/11/2021,1.044916034,1.04813695,0.925445974,0.936349988,4293461689,0,0,XRP,XRP
27/11/2021,0.940012991,0.96727699,0.936560988,0.947157979,2410404614,0,0,XRP,XRP
28/11/2021,0.947749019,0.969771981,0.896573007,0.968751013,2605488239,0,0,XRP,XRP
29/11/2021,0.96982199,1.002905011,0.966328025,0.991961002,2917313727,0,0,XRP,XRP
30/11/2021,0.99148798,1.030120969,0.973672986,0.998754025,2949826821,0,0,XRP,XRP
01/12/2021,0.998189986,1.018268943,0.982023001,0.990930021,2570587577,0,0,XRP,XRP
02/12/2021,0.990915,0.990915,0.959877014,0.972311974,2250871711,0,0,XRP,XRP
03/12/2021,0.973452985,0.985319972,0.90596801,0.922244012,2714612022,0,0,XRP,XRP
04/12/2021,0.924091995,0.926663995,0.614504993,0.847028971,6970805726,0,0,XRP,XRP
05/12/2021,0.846709013,0.863775015,0.780399978,0.805594981,3553480780,0,0,XRP,XRP
06/12/2021,0.806047022,0.831863999,0.752331972,0.828288019,3447952788,0,0,XRP,XRP
07/12/2021,0.829092026,0.845767021,0.807173014,0.818588018,2720124735,0,0,XRP,XRP
08/12/2021,0.817538977,0.885622025,0.805898011,0.863306999,3038966909,0,0,XRP,XRP
09/12/2021,0.86214298,0.930540979,0.835129023,0.861271977,4555815213,0,0,XRP,XRP
10/12/2021,0.861024976,0.88341099,0.796328008,0.801096976,3267095314,0,0,XRP,XRP
11/12/2021,0.802061975,0.844309986,0.789385021,0.839312971,2056974461,0,0,XRP,XRP
12/12/2021,0.838744998,0.856821001,0.811205983,0.841323972,1628060313,0,0,XRP,XRP
13/12/2021,0.841352999,0.845934987,0.764491022,0.782894015,2509034504,0,0,XRP,XRP
14/12/2021,0.782799006,0.817588985,0.775590003,0.796248972,3477802545,0,0,XRP,XRP
15/12/2021,0.811722994,0.840084016,0.779814005,0.827431023,3088068968,0,0,XRP,XRP
16/12/2021,0.82773602,0.837038994,0.804632008,0.806230009,2178245900,0,0,XRP,XRP
17/12/2021,0.805989981,0.828594029,0.780421972,0.799291015,2364224847,0,0,XRP,XRP
18/12/2021,0.799006999,0.834677994,0.792807996,0.827378988,1806931648,0,0,XRP,XRP
19/12/2021,0.827179015,0.848334014,0.821309984,0.835033,1576121375,0,0,XRP,XRP
20/12/2021,0.83593899,0.914270997,0.826376021,0.879827976,4587029518,0,0,XRP,XRP
21/12/2021,0.879432976,0.960859001,0.854369998,0.947646022,3748952692,0,0,XRP,XRP
22/12/2021,0.948100984,0.972809017,0.927178025,0.95469898,3317199427,0,0,XRP,XRP
23/12/2021,0.954823971,1.016559005,0.940823019,0.993285,4257231145,0,0,XRP,XRP
